"exposureName","conditionClass","milConflictCode","exposureValue","hasConditionClass","Freq","Percent","splitGroup"
"Chemical Weapons","Musculoskeletal Conditions","ODSS",NA,NA,4,5.18,"First Third"
"Chemical Weapons","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,16,42.17,"Second Third"
"Chemical Weapons","Musculoskeletal Conditions","ODSS",NA,NA,3,3.43,"Last Third"
"Chemical Weapons","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,22,53.7,"Second Third"
"Chemical Weapons","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,11,21.53,"First Third"
"Chemical Weapons","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,36,69.25,"Second Third"
"Chemical Weapons","Musculoskeletal Conditions","ODSS",NA,NA,2,4.61,"Second Third"
"Chemical Weapons","Musculoskeletal Conditions","ODSS",NA,NA,6,12.12,"Second Third"
"Chemical Weapons","Neoplasms","ODSS",NA,NA,17,39.79,"Last Third"
"Chemical Weapons","Neoplasms","OIF/OEF/OND",NA,NA,0,7.82,"Second Third"
"Chemical Weapons","Neoplasms","ODSS",NA,NA,29,52.4,"First Third"
"Chemical Weapons","Neoplasms","ODSS",NA,NA,1,5.42,"Last Third"
"Chemical Weapons","Neoplasms","ODSS",NA,NA,32,74.75,"Second Third"
"Chemical Weapons","Neoplasms","ODSS",NA,NA,8,19.38,"Last Third"
"Chemical Weapons","Neoplasms","OIF/OEF/OND",NA,NA,2,8.84,"First Third"
"Chemical Weapons","Neoplasms","OIF/OEF/OND",NA,NA,4,7.06,"Last Third"
"Chemical Weapons","Neurological Conditions","ODSS",NA,NA,9,9.52,"Second Third"
"Chemical Weapons","Neurological Conditions","OIF/OEF/OND",NA,NA,13,25.7,"First Third"
"Chemical Weapons","Neurological Conditions","OIF/OEF/OND",NA,NA,3,2.48,"Second Third"
"Chemical Weapons","Neurological Conditions","ODSS",NA,NA,27,47.35,"First Third"
"Chemical Weapons","Neurological Conditions","OIF/OEF/OND",NA,NA,13,16.39,"Second Third"
"Chemical Weapons","Neurological Conditions","ODSS",NA,NA,37,72.51,"Second Third"
"Chemical Weapons","Neurological Conditions","ODSS",NA,NA,5,18.8,"Last Third"
"Chemical Weapons","Nutritional and Metabolic Diseases","ODSS",NA,NA,21,38.97,"Second Third"
"Chemical Weapons","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,0,6.51,"Second Third"
"Chemical Weapons","Nutritional and Metabolic Diseases","ODSS",NA,NA,25,54.24,"First Third"
"Chemical Weapons","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,41,83.78,"First Third"
"Chemical Weapons","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,1,3.88,"Second Third"
"Chemical Weapons","Nutritional and Metabolic Diseases","OIF/OEF/OND",NA,NA,9,9.82,"First Third"
"Chemical Weapons","Psychiatric Conditions","ODSS",NA,NA,6,3.31,"Second Third"
"Chemical Weapons","Psychiatric Conditions","ODSS",NA,NA,18,38.71,"Second Third"
"Chemical Weapons","Psychiatric Conditions","ODSS",NA,NA,5,14.51,"Last Third"
"Chemical Weapons","Psychiatric Conditions","ODSS",NA,NA,17,46.15,"Last Third"
"Chemical Weapons","Psychiatric Conditions","ODSS",NA,NA,9,13.33,"First Third"
"Chemical Weapons","Psychiatric Conditions","OIF/OEF/OND",NA,NA,37,76.48,"First Third"
"Chemical Weapons","Psychiatric Conditions","OIF/OEF/OND",NA,NA,5,7.31,"Last Third"
"Chemical Weapons","Respiratory Conditions","OIF/OEF/OND",NA,NA,9,22.55,"Second Third"
"Chemical Weapons","Respiratory Conditions","OIF/OEF/OND",NA,NA,10,24.97,"Second Third"
"Chemical Weapons","Respiratory Conditions","OIF/OEF/OND",NA,NA,13,36.41,"First Third"
"Chemical Weapons","Respiratory Conditions","ODSS",NA,NA,6,25.83,"First Third"
"Chemical Weapons","Respiratory Conditions","ODSS",NA,NA,25,46.32,"First Third"
"Chemical Weapons","Respiratory Conditions","OIF/OEF/OND",NA,NA,19,43.16,"Last Third"
"Chemical Weapons","Respiratory Conditions","ODSS",NA,NA,3,9.87,"First Third"
"Chemical Weapons","Respiratory Conditions","ODSS",NA,NA,1,3.5,"First Third"
"Chemical Weapons","Sensory Organ Disease","ODSS",NA,NA,12,23.37,"First Third"
"Chemical Weapons","Sensory Organ Disease","OIF/OEF/OND",NA,NA,16,27.21,"Last Third"
"Chemical Weapons","Sensory Organ Disease","ODSS",NA,NA,11,20.13,"Second Third"
"Chemical Weapons","Sensory Organ Disease","ODSS",NA,NA,12,28.89,"First Third"
"Chemical Weapons","Sensory Organ Disease","ODSS",NA,NA,29,50.67,"Last Third"
"Chemical Weapons","Sensory Organ Disease","OIF/OEF/OND",NA,NA,20,43.39,"Last Third"
"Chemical Weapons","Sensory Organ Disease","ODSS",NA,NA,6,10.74,"Second Third"
"Chemical Weapons","Sensory Organ Disease","ODSS",NA,NA,1,2.15,"Second Third"
"Chemical Weapons","Substance Abuse Disorders","ODSS",NA,NA,12,36.36,"Second Third"
"Chemical Weapons","Substance Abuse Disorders","ODSS",NA,NA,6,12.87,"Last Third"
"Chemical Weapons","Substance Abuse Disorders","ODSS",NA,NA,24,51.55,"Last Third"
"Chemical Weapons","Substance Abuse Disorders","ODSS",NA,NA,3,4.54,"Last Third"
"Chemical Weapons","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,39,78.16,"Last Third"
"Chemical Weapons","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,1,8.07,"Second Third"
"Chemical Weapons","Substance Abuse Disorders","ODSS",NA,NA,8,17.11,"Last Third"
"Chlorine Gas","Cardiovascular Conditions","ODSS",NA,NA,7,27.63,"Last Third"
"Chlorine Gas","Cardiovascular Conditions","ODSS",NA,NA,30,65.54,"First Third"
"Chlorine Gas","Cardiovascular Conditions","ODSS",NA,NA,4,1.11,"Second Third"
"Chlorine Gas","Cardiovascular Conditions","ODSS",NA,NA,0,3.86,"First Third"
"Chlorine Gas","Cardiovascular Conditions","ODSS",NA,NA,16,30.36,"Last Third"
"Chlorine Gas","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,30,59.96,"Last Third"
"Chlorine Gas","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,6,4.15,"Last Third"
"Chlorine Gas","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,8,7.19,"First Third"
"Chlorine Gas","Chronic Multisymptom Disorder","ODSS",NA,NA,22,60.76,"Second Third"
"Chlorine Gas","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,11,46.26,"Last Third"
"Chlorine Gas","Chronic Multisymptom Disorder","ODSS",NA,NA,1,2.06,"Last Third"
"Chlorine Gas","Chronic Multisymptom Disorder","ODSS",NA,NA,4,7.06,"Last Third"
"Chlorine Gas","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,39,74.85,"Second Third"
"Chlorine Gas","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,16,13.65,"First Third"
"Chlorine Gas","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,6,6.95,"First Third"
"Chlorine Gas","Chronic Multisymptom Disorder","ODSS",NA,NA,1,0.56,"Last Third"
"Chlorine Gas","Dermatological Conditions","OIF/OEF/OND",NA,NA,36,79.4,"First Third"
"Chlorine Gas","Dermatological Conditions","ODSS",NA,NA,0,5.37,"Last Third"
"Chlorine Gas","Dermatological Conditions","OIF/OEF/OND",NA,NA,5,16.01,"Last Third"
"Chlorine Gas","Dermatological Conditions","OIF/OEF/OND",NA,NA,39,81.98,"Second Third"
"Chlorine Gas","Dermatological Conditions","OIF/OEF/OND",NA,NA,2,4.67,"Last Third"
"Chlorine Gas","Dermatological Conditions","OIF/OEF/OND",NA,NA,10,12.4,"Last Third"
"Chlorine Gas","Endocrine Disorders","ODSS",NA,NA,28,69.8,"Last Third"
"Chlorine Gas","Endocrine Disorders","OIF/OEF/OND",NA,NA,13,24.72,"First Third"
"Chlorine Gas","Endocrine Disorders","OIF/OEF/OND",NA,NA,1,0.77,"First Third"
"Chlorine Gas","Endocrine Disorders","OIF/OEF/OND",NA,NA,2,3.96,"First Third"
"Chlorine Gas","Endocrine Disorders","OIF/OEF/OND",NA,NA,42,79.95,"First Third"
"Chlorine Gas","Endocrine Disorders","ODSS",NA,NA,2,6.99,"First Third"
"Chlorine Gas","Endocrine Disorders","ODSS",NA,NA,5,10.85,"Second Third"
"Chlorine Gas","Endocrine Disorders","OIF/OEF/OND",NA,NA,2,1.91,"Last Third"
"Chlorine Gas","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,14,30.33,"Last Third"
"Chlorine Gas","Gastrointestinal Conditions","ODSS",NA,NA,27,59.01,"Second Third"
"Chlorine Gas","Gastrointestinal Conditions","ODSS",NA,NA,2,4.5,"Second Third"
"Chlorine Gas","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,6,4.56,"Second Third"
"Chlorine Gas","Gastrointestinal Conditions","ODSS",NA,NA,26,43.04,"Last Third"
"Chlorine Gas","Gastrointestinal Conditions","ODSS",NA,NA,25,47.86,"Last Third"
"Chlorine Gas","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,12,7.55,"Last Third"
"Chlorine Gas","Gastrointestinal Conditions","ODSS",NA,NA,3,2.37,"First Third"
"Chlorine Gas","Genitourinary System Diseases","ODSS",NA,NA,34,70.64,"Last Third"
"Chlorine Gas","Genitourinary System Diseases","ODSS",NA,NA,15,24.88,"Last Third"
"Chlorine Gas","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,3,9.49,"Last Third"
"Chlorine Gas","Genitourinary System Diseases","ODSS",NA,NA,1,7.22,"First Third"
"Chlorine Gas","Genitourinary System Diseases","ODSS",NA,NA,39,78.82,"First Third"
"Chlorine Gas","Genitourinary System Diseases","ODSS",NA,NA,7,17.09,"Last Third"
"Chlorine Gas","Genitourinary System Diseases","ODSS",NA,NA,10,14.8,"Last Third"
"Chlorine Gas","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,35,70.84,"Second Third"
"Chlorine Gas","Heatstroke and Sunstroke","ODSS",NA,NA,8,20.54,"Second Third"
"Chlorine Gas","Heatstroke and Sunstroke","ODSS",NA,NA,6,10.3,"Second Third"
"Chlorine Gas","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,40,72.22,"Last Third"
"Chlorine Gas","Heatstroke and Sunstroke","ODSS",NA,NA,15,19.05,"Last Third"
"Chlorine Gas","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,4,11.36,"First Third"
"Chlorine Gas","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,4,8.61,"Second Third"
"Chlorine Gas","Hematological Conditions","OIF/OEF/OND",NA,NA,40,88.38,"First Third"
"Chlorine Gas","Hematological Conditions","OIF/OEF/OND",NA,NA,2,1.41,"First Third"
"Chlorine Gas","Hematological Conditions","ODSS",NA,NA,2,12.81,"Second Third"
"Chlorine Gas","Hematological Conditions","OIF/OEF/OND",NA,NA,47,87.36,"Second Third"
"Chlorine Gas","Hematological Conditions","ODSS",NA,NA,5,11.5,"First Third"
"Chlorine Gas","Hematological Conditions","OIF/OEF/OND",NA,NA,5,17.83,"Last Third"
"Chlorine Gas","Hematological Conditions","ODSS",NA,NA,2,1.51,"Last Third"
"Chlorine Gas","Immune System Disorders","OIF/OEF/OND",NA,NA,18,47.59,"Second Third"
"Chlorine Gas","Immune System Disorders","OIF/OEF/OND",NA,NA,23,47.88,"First Third"
"Chlorine Gas","Immune System Disorders","OIF/OEF/OND",NA,NA,5,1.73,"First Third"
"Chlorine Gas","Immune System Disorders","ODSS",NA,NA,1,3.18,"First Third"
"Chlorine Gas","Immune System Disorders","ODSS",NA,NA,25,40.32,"First Third"
"Chlorine Gas","Immune System Disorders","ODSS",NA,NA,30,47.61,"First Third"
"Chlorine Gas","Immune System Disorders","ODSS",NA,NA,4,7.42,"First Third"
"Chlorine Gas","Immune System Disorders","ODSS",NA,NA,2,8,"Second Third"
"Chlorine Gas","Infectious Conditions","ODSS",NA,NA,14,45.92,"Last Third"
"Chlorine Gas","Infectious Conditions","OIF/OEF/OND",NA,NA,21,48.7,"Second Third"
"Chlorine Gas","Infectious Conditions","ODSS",NA,NA,4,2.42,"Last Third"
"Chlorine Gas","Infectious Conditions","ODSS",NA,NA,6,6.16,"First Third"
"Chlorine Gas","Infectious Conditions","OIF/OEF/OND",NA,NA,27,50.64,"First Third"
"Chlorine Gas","Infectious Conditions","ODSS",NA,NA,19,41.96,"Last Third"
"Chlorine Gas","Infectious Conditions","OIF/OEF/OND",NA,NA,2,12.28,"Second Third"
"Chlorine Gas","Infectious Conditions","OIF/OEF/OND",NA,NA,3,1.23,"First Third"
"Chlorine Gas","Musculoskeletal Conditions","ODSS",NA,NA,5,5.12,"Last Third"
"Chlorine Gas","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,36,76.79,"Second Third"
"Chlorine Gas","Musculoskeletal Conditions","ODSS",NA,NA,3,3.27,"First Third"
"Chlorine Gas","Musculoskeletal Conditions","ODSS",NA,NA,1,5.67,"First Third"
"Chlorine Gas","Musculoskeletal Conditions","ODSS",NA,NA,9,23.35,"Second Third"
"Chlorine Gas","Musculoskeletal Conditions","ODSS",NA,NA,36,68.99,"Second Third"
"Chlorine Gas","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,3,12.02,"First Third"
"Chlorine Gas","Musculoskeletal Conditions","OIF/OEF/OND",NA,NA,4,6.07,"Last Third"
"Chlorine Gas","Neoplasms","OIF/OEF/OND",NA,NA,39,81.82,"First Third"
"Chlorine Gas","Neoplasms","ODSS",NA,NA,6,7.72,"Last Third"
"Chlorine Gas","Neoplasms","OIF/OEF/OND",NA,NA,0,5.78,"First Third"
"Chlorine Gas","Neoplasms","OIF/OEF/OND",NA,NA,0,1.23,"Second Third"
"Chlorine Gas","Neoplasms","OIF/OEF/OND",NA,NA,42,77.32,"Last Third"
"Chlorine Gas","Neoplasms","OIF/OEF/OND",NA,NA,8,15.53,"First Third"
"Chlorine Gas","Neoplasms","OIF/OEF/OND",NA,NA,1,14.15,"First Third"
"Chlorine Gas","Neoplasms","ODSS",NA,NA,1,9.71,"Second Third"
"Chlorine Gas","Neurological Conditions","ODSS",NA,NA,4,11.93,"First Third"
"Chlorine Gas","Neurological Conditions","OIF/OEF/OND",NA,NA,39,79.84,"Second Third"
"Chlorine Gas","Neurological Conditions","OIF/OEF/OND",NA,NA,7,2.48,"Last Third"
"Chlorine Gas","Neurological Conditions","ODSS",NA,NA,10,10.34,"Last Third"
"Chlorine Gas","Neurological Conditions","OIF/OEF/OND",NA,NA,39,76.65,"Second Third"
"Chlorine Gas","Neurological Conditions","OIF/OEF/OND",NA,NA,3,9.92,"First Third"
"Chlorine Gas","Nutritional and Metabolic Diseases","ODSS",NA,NA,41,93.58,"First Third"
"Chlorine Gas","Nutritional and Metabolic Diseases","ODSS",NA,NA,2,17.17,"Second Third"
"Chlorine Gas","Nutritional and Metabolic Diseases","ODSS",NA,NA,49,89.59,"First Third"
"Chlorine Gas","Nutritional and Metabolic Diseases","ODSS",NA,NA,3,5.97,"First Third"
"Chlorine Gas","Psychiatric Conditions","ODSS",NA,NA,10,12.49,"Second Third"
"Chlorine Gas","Psychiatric Conditions","OIF/OEF/OND",NA,NA,31,72.95,"First Third"
"Chlorine Gas","Psychiatric Conditions","OIF/OEF/OND",NA,NA,6,4.5,"First Third"
"Chlorine Gas","Psychiatric Conditions","OIF/OEF/OND",NA,NA,5,17.76,"Last Third"
"Chlorine Gas","Psychiatric Conditions","OIF/OEF/OND",NA,NA,45,81.32,"First Third"
"Chlorine Gas","Psychiatric Conditions","OIF/OEF/OND",NA,NA,2,1,"Last Third"
"Chlorine Gas","Psychiatric Conditions","ODSS",NA,NA,9,9.12,"Last Third"
"Chlorine Gas","Respiratory Conditions","OIF/OEF/OND",NA,NA,25,43.33,"Last Third"
"Chlorine Gas","Respiratory Conditions","OIF/OEF/OND",NA,NA,21,48.1,"Last Third"
"Chlorine Gas","Respiratory Conditions","ODSS",NA,NA,7,10.08,"First Third"
"Chlorine Gas","Respiratory Conditions","OIF/OEF/OND",NA,NA,1,3.34,"First Third"
"Chlorine Gas","Respiratory Conditions","OIF/OEF/OND",NA,NA,23,37.34,"Second Third"
"Chlorine Gas","Respiratory Conditions","ODSS",NA,NA,25,50.85,"Last Third"
"Chlorine Gas","Respiratory Conditions","ODSS",NA,NA,2,6.41,"Last Third"
"Chlorine Gas","Respiratory Conditions","OIF/OEF/OND",NA,NA,0,0.91,"Second Third"
"Chlorine Gas","Sensory Organ Disease","OIF/OEF/OND",NA,NA,26,40.03,"Last Third"
"Chlorine Gas","Sensory Organ Disease","OIF/OEF/OND",NA,NA,15,41.63,"Second Third"
"Chlorine Gas","Sensory Organ Disease","ODSS",NA,NA,1,5.44,"Second Third"
"Chlorine Gas","Sensory Organ Disease","OIF/OEF/OND",NA,NA,0,1.52,"Second Third"
"Chlorine Gas","Sensory Organ Disease","ODSS",NA,NA,22,42.92,"First Third"
"Chlorine Gas","Sensory Organ Disease","ODSS",NA,NA,18,34.95,"First Third"
"Chlorine Gas","Sensory Organ Disease","ODSS",NA,NA,0,6.89,"Last Third"
"Chlorine Gas","Sensory Organ Disease","OIF/OEF/OND",NA,NA,6,0.33,"First Third"
"Chlorine Gas","Substance Abuse Disorders","ODSS",NA,NA,32,80.89,"Last Third"
"Chlorine Gas","Substance Abuse Disorders","ODSS",NA,NA,9,18.77,"First Third"
"Chlorine Gas","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,8,5.28,"Second Third"
"Chlorine Gas","Substance Abuse Disorders","ODSS",NA,NA,49,74.74,"Second Third"
"Chlorine Gas","Substance Abuse Disorders","OIF/OEF/OND",NA,NA,3,1.26,"Second Third"
"Chlorine Gas","Substance Abuse Disorders","ODSS",NA,NA,8,9.78,"First Third"
"Chlorine Gas","Substance Abuse Disorders","ODSS",NA,NA,1,7.17,"Second Third"
"Depleted Uranium","Cardiovascular Conditions","OIF/OEF/OND",NA,NA,0,16.73,"First Third"
"Depleted Uranium","Cardiovascular Conditions","ODSS",NA,NA,22,38.26,"Second Third"
"Depleted Uranium","Cardiovascular Conditions","ODSS",NA,NA,17,16.48,"First Third"
"Depleted Uranium","Cardiovascular Conditions","ODSS",NA,NA,20,32.59,"Last Third"
"Depleted Uranium","Cardiovascular Conditions","ODSS",NA,NA,14,28.44,"Last Third"
"Depleted Uranium","Cardiovascular Conditions","ODSS",NA,NA,18,30.64,"First Third"
"Depleted Uranium","Cardiovascular Conditions","ODSS",NA,NA,10,15.94,"First Third"
"Depleted Uranium","Cardiovascular Conditions","ODSS",NA,NA,11,24.1,"First Third"
"Depleted Uranium","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,21,26.67,"Last Third"
"Depleted Uranium","Chronic Multisymptom Disorder","ODSS",NA,NA,10,17.95,"First Third"
"Depleted Uranium","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,12,18.98,"Last Third"
"Depleted Uranium","Chronic Multisymptom Disorder","ODSS",NA,NA,14,26.23,"First Third"
"Depleted Uranium","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,27,44.99,"Last Third"
"Depleted Uranium","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,9,4.6,"Last Third"
"Depleted Uranium","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,10,30.31,"First Third"
"Depleted Uranium","Chronic Multisymptom Disorder","OIF/OEF/OND",NA,NA,8,11.89,"First Third"
"Depleted Uranium","Dermatological Conditions","ODSS",NA,NA,27,55.94,"Last Third"
"Depleted Uranium","Dermatological Conditions","OIF/OEF/OND",NA,NA,4,0.38,"First Third"
"Depleted Uranium","Dermatological Conditions","ODSS",NA,NA,19,38.5,"First Third"
"Depleted Uranium","Dermatological Conditions","ODSS",NA,NA,5,11.36,"Second Third"
"Depleted Uranium","Dermatological Conditions","OIF/OEF/OND",NA,NA,29,55.34,"First Third"
"Depleted Uranium","Dermatological Conditions","ODSS",NA,NA,6,2.76,"First Third"
"Depleted Uranium","Dermatological Conditions","OIF/OEF/OND",NA,NA,17,35.65,"First Third"
"Depleted Uranium","Dermatological Conditions","ODSS",NA,NA,1,1.01,"Last Third"
"Depleted Uranium","Endocrine Disorders","OIF/OEF/OND",NA,NA,16,29.6,"Last Third"
"Depleted Uranium","Endocrine Disorders","ODSS",NA,NA,8,16.3,"Second Third"
"Depleted Uranium","Endocrine Disorders","ODSS",NA,NA,17,41.7,"First Third"
"Depleted Uranium","Endocrine Disorders","ODSS",NA,NA,10,10.33,"Last Third"
"Depleted Uranium","Endocrine Disorders","OIF/OEF/OND",NA,NA,25,52.77,"Second Third"
"Depleted Uranium","Endocrine Disorders","ODSS",NA,NA,1,2.66,"Second Third"
"Depleted Uranium","Endocrine Disorders","ODSS",NA,NA,19,28.69,"Last Third"
"Depleted Uranium","Endocrine Disorders","ODSS",NA,NA,4,14.16,"Last Third"
"Depleted Uranium","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,13,19.79,"Second Third"
"Depleted Uranium","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,12,23.29,"Second Third"
"Depleted Uranium","Gastrointestinal Conditions","ODSS",NA,NA,9,14.21,"Second Third"
"Depleted Uranium","Gastrointestinal Conditions","ODSS",NA,NA,17,32.79,"Last Third"
"Depleted Uranium","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,15,27.12,"Second Third"
"Depleted Uranium","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,15,26.86,"First Third"
"Depleted Uranium","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,11,19.27,"Second Third"
"Depleted Uranium","Gastrointestinal Conditions","OIF/OEF/OND",NA,NA,18,21.71,"First Third"
"Depleted Uranium","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,21,39.26,"First Third"
"Depleted Uranium","Genitourinary System Diseases","ODSS",NA,NA,1,8.35,"Second Third"
"Depleted Uranium","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,25,45.05,"Last Third"
"Depleted Uranium","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,9,7.81,"Second Third"
"Depleted Uranium","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,27,48.29,"Second Third"
"Depleted Uranium","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,7,10.8,"Second Third"
"Depleted Uranium","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,21,42.34,"Second Third"
"Depleted Uranium","Genitourinary System Diseases","OIF/OEF/OND",NA,NA,2,9.16,"Last Third"
"Depleted Uranium","Heatstroke and Sunstroke","ODSS",NA,NA,22,37.22,"Second Third"
"Depleted Uranium","Heatstroke and Sunstroke","ODSS",NA,NA,3,12.32,"Last Third"
"Depleted Uranium","Heatstroke and Sunstroke","OIF/OEF/OND",NA,NA,19,32.93,"Last Third"
"Depleted Uranium","Heatstroke and Sunstroke","ODSS",NA,NA,9,15.31,"Last Third"
"Depleted Uranium","Heatstroke and Sunstroke","ODSS",NA,NA,25,45.57,"Second Third"
"Depleted Uranium","Heatstroke and Sunstroke","ODSS",NA,NA,8,17.07,"Second Third"
"Depleted Uranium","Heatstroke and Sunstroke","ODSS",NA,NA,12,34.39,"First Third"
"Depleted Uranium","Heatstroke and Sunstroke","ODSS",NA,NA,2,5.75,"First Third"
"Depleted Uranium","Hematological Conditions","OIF/OEF/OND",NA,NA,32,51.3,"Last Third"
"Depleted Uranium","Hematological Conditions","ODSS",NA,NA,1,8.83,"Last Third"
"Depleted Uranium","Hematological Conditions","ODSS",NA,NA,27,37.72,"First Third"
"Depleted Uranium","Hematological Conditions","OIF/OEF/OND",NA,NA,3,11.61,"First Third"
"Depleted Uranium","Hematological Conditions","ODSS",NA,NA,31,53.55,"Second Third"
"Depleted Uranium","Hematological Conditions","ODSS",NA,NA,1,2.16,"Last Third"
"Depleted Uranium","Hematological Conditions","ODSS",NA,NA,20,31.19,"Last Third"
